loan_id,issue_date,term_months,loan_amnt,interest_rate,grade,sub_grade,emp_length_years,annual_income,dti,state,home_ownership,purpose,application_type,verification_status,delinq_2yrs,inq_last_6m,open_acc,revol_util,revol_bal,total_acc,earliest_credit_line_year,fico_low,fico_high,pub_rec,mort_acc,pub_rec_bankruptcies,default,default_date,last_pymnt_date,recoveries,collection_recovery_fee
2524,2024-10-10,36,7600.0,15.83,E,E1,6,99300.0,25.33,SC,RENT,medical,INDIVIDUAL,Verified,0,4,8,54.2,62520.0,11,1989,683,692,0,0,0,0,,2026-08-10,0.0,0.0
2525,2021-06-04,36,11700.0,22.06,F,F2,3,51000.0,11.79,OH,MORTGAGE,debt_consolidation,INDIVIDUAL,Not Verified,0,2,2,36.9,12300.0,7,2014,707,737,0,1,0,0,,2022-09-04,0.0,0.0
2526,2020-12-07,60,11600.0,19.38,F,F2,5,125200.0,29.23,CT,RENT,debt_consolidation,INDIVIDUAL,Verified,0,2,9,44.6,11510.0,12,2004,671,695,0,2,0,1,2022-04-07,2022-02-07,0.0,0.0
2527,2024-02-29,60,9800.0,13.96,D,D2,7,38400.0,22.07,ND,RENT,small_business,INDIVIDUAL,Not Verified,0,1,15,0.6,37300.0,19,2010,805,836,0,1,0,0,,2025-02-28,0.0,0.0
2528,2024-01-15,36,7700.0,16.23,E,E4,11,34500.0,9.8,WI,OTHER,renewable_energy,INDIVIDUAL,Verified,0,4,8,42.1,44490.0,14,2014,711,726,0,2,0,1,2024-05-15,2024-11-15,252.65,37.08
2529,2023-11-28,36,11800.0,12.4,D,D4,0,56400.0,13.38,NJ,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,1,0,8,51.9,8860.0,10,1995,634,662,0,1,0,0,,2024-12-28,0.0,0.0
2530,2018-08-28,60,3100.0,14.77,D,D3,1,82200.0,14.37,PA,MORTGAGE,vacation,INDIVIDUAL,Source Verified,1,1,10,37.9,35610.0,20,1993,641,662,0,1,0,0,,2020-02-28,0.0,0.0
2531,2018-11-23,36,22700.0,14.86,E,E1,5,37700.0,12.36,WI,MORTGAGE,car,JOINT,Verified,0,2,9,28.1,33020.0,14,2002,682,695,0,1,0,0,,2019-09-23,0.0,0.0
2532,2023-10-27,36,4700.0,10.08,C,C4,1,63400.0,9.98,HI,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,0,3,6,60.0,15970.0,10,1986,559,574,0,1,0,1,2024-09-27,2025-05-27,225.69,44.82
2533,2021-06-17,36,6400.0,12.16,D,D4,0,30900.0,13.97,OR,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,1,7,46.3,36180.0,13,2000,741,770,0,0,0,0,,2023-06-17,0.0,0.0
2534,2024-09-28,36,18200.0,7.21,A,A1,11,57100.0,15.34,IA,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,0,2,8,50.4,30780.0,9,1983,767,788,0,2,0,0,,2026-02-28,0.0,0.0
2535,2024-04-07,36,9600.0,13.3,D,D2,1,112900.0,27.09,TN,RENT,credit_card,INDIVIDUAL,Source Verified,0,4,11,44.5,51920.0,15,2009,688,717,1,1,0,0,,2024-12-07,0.0,0.0
2536,2021-05-04,36,13500.0,13.86,E,E3,0,41600.0,21.07,VT,OWN,debt_consolidation,INDIVIDUAL,Source Verified,0,2,7,69.9,36780.0,12,1985,774,788,0,0,0,0,,2023-02-04,0.0,0.0
2537,2018-06-11,36,19600.0,13.71,C,C4,1,33800.0,21.49,AR,MORTGAGE,wedding,INDIVIDUAL,Verified,0,0,15,39.8,6200.0,22,1994,622,656,0,1,0,0,,2018-10-11,0.0,0.0
2538,2024-11-01,36,6800.0,9.99,B,B1,10,81500.0,20.45,MA,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,0,8,18.6,36800.0,15,2008,570,583,0,0,0,0,,2026-11-01,0.0,0.0
2539,2023-11-29,36,6300.0,13.68,E,E1,3,42900.0,12.43,NV,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,3,2,39.0,37380.0,9,1980,640,654,0,2,0,0,,2024-10-29,0.0,0.0
2540,2021-08-10,36,11700.0,14.65,D,D2,0,250800.0,26.03,CO,RENT,debt_consolidation,INDIVIDUAL,Not Verified,0,3,13,39.7,47830.0,15,1996,672,680,0,2,0,0,,2022-12-10,0.0,0.0
2541,2019-02-10,36,9900.0,15.85,D,D5,2,73500.0,14.96,KS,MORTGAGE,vacation,INDIVIDUAL,Verified,0,5,1,39.8,39710.0,11,2000,619,626,0,0,0,0,,2021-05-10,0.0,0.0
2542,2024-10-11,36,7200.0,15.07,E,E5,5,116300.0,15.65,NH,MORTGAGE,credit_card,INDIVIDUAL,Verified,0,0,6,34.3,13880.0,8,1985,709,732,0,1,0,0,,2026-09-11,0.0,0.0
2543,2019-11-23,36,8700.0,12.75,D,D5,9,32100.0,20.65,CA,RENT,house,JOINT,Verified,0,1,9,56.7,23890.0,14,1990,655,688,0,2,0,0,,2020-04-23,0.0,0.0
2544,2018-05-09,36,4400.0,13.43,C,C5,9,85100.0,35.5,KY,RENT,wedding,INDIVIDUAL,Source Verified,1,1,14,36.5,27410.0,22,1984,672,700,0,0,0,0,,2020-01-09,0.0,0.0
2545,2023-04-29,36,17600.0,15.02,C,C4,2,38000.0,14.04,NM,RENT,wedding,JOINT,Source Verified,0,4,15,54.9,292430.0,17,1998,687,695,0,1,0,0,,2023-12-29,0.0,0.0
2546,2019-10-08,60,17600.0,12.3,C,C1,3,60000.0,6.59,OR,RENT,moving,INDIVIDUAL,Verified,0,1,7,60.4,36100.0,10,1987,680,712,0,0,0,1,2020-02-08,2023-11-08,3164.67,638.41
2547,2018-11-29,60,9400.0,10.59,B,B3,14,43800.0,20.03,IN,RENT,medical,INDIVIDUAL,Not Verified,0,0,3,53.0,29450.0,7,2010,714,723,0,3,0,1,2019-12-29,2020-09-29,264.88,43.57
2548,2020-01-25,36,12100.0,12.49,C,C4,9,117200.0,22.79,MA,RENT,credit_card,INDIVIDUAL,Verified,0,2,10,20.5,24230.0,16,1988,773,797,0,2,0,0,,2020-11-25,0.0,0.0
2549,2019-04-03,36,13900.0,15.55,D,D5,4,79000.0,14.96,RI,MORTGAGE,wedding,JOINT,Verified,0,4,5,56.9,66100.0,12,1986,617,622,0,1,0,0,,2022-01-03,0.0,0.0
2550,2022-03-23,36,13100.0,16.89,E,E3,0,70600.0,13.84,MN,RENT,car,INDIVIDUAL,Verified,1,2,13,59.5,15540.0,22,2014,659,680,0,2,0,0,,2022-10-23,0.0,0.0
2551,2023-07-11,36,16000.0,17.73,E,E3,4,139900.0,9.1,KY,RENT,home_improvement,INDIVIDUAL,Verified,0,1,9,56.3,35280.0,15,2005,677,696,0,2,0,0,,2024-09-11,0.0,0.0
2552,2023-12-15,36,9100.0,10.61,D,D5,0,66800.0,20.36,NC,RENT,vacation,JOINT,Source Verified,0,1,6,43.0,161140.0,11,2012,839,873,0,1,0,0,,2026-03-15,0.0,0.0
2553,2021-05-05,36,18900.0,21.7,F,F3,2,116600.0,31.61,AR,OWN,car,INDIVIDUAL,Not Verified,0,1,10,64.4,38000.0,17,2009,746,762,0,0,0,0,,2022-12-05,0.0,0.0
2554,2020-12-10,60,18200.0,11.17,B,B4,2,178100.0,29.99,NJ,MORTGAGE,debt_consolidation,JOINT,Verified,0,0,6,62.2,28100.0,9,1992,726,740,0,0,0,0,,2022-02-10,0.0,0.0
2555,2024-08-07,36,10400.0,13.09,D,D2,5,71500.0,20.11,MD,OWN,debt_consolidation,INDIVIDUAL,Verified,0,0,4,28.2,27400.0,12,1988,667,679,0,0,0,1,2026-07-07,2025-07-07,937.49,116.21
2556,2024-10-10,36,12400.0,18.76,G,G4,6,76300.0,15.09,CO,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,0,2,1,61.6,115750.0,6,1991,605,625,0,3,0,0,,2026-01-10,0.0,0.0
2557,2022-11-26,36,20500.0,7.33,A,A4,3,111900.0,20.67,MT,MORTGAGE,wedding,INDIVIDUAL,Verified,0,3,11,23.0,12700.0,19,1989,623,643,0,3,0,0,,2023-06-26,0.0,0.0
2558,2024-07-27,60,12900.0,14.52,D,D2,0,145800.0,15.73,TX,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,1,10,47.5,28710.0,17,1985,776,781,0,0,0,0,,2028-01-27,0.0,0.0
2559,2021-09-22,36,12500.0,12.85,D,D5,5,71000.0,13.52,NJ,RENT,car,INDIVIDUAL,Verified,1,2,5,55.8,13090.0,12,1986,720,729,1,1,0,1,2022-01-22,2022-06-22,307.81,36.63
2560,2022-03-16,60,10000.0,8.42,B,B5,4,46600.0,19.14,AK,MORTGAGE,debt_consolidation,INDIVIDUAL,Not Verified,0,2,11,79.6,9510.0,19,1998,725,758,0,3,0,0,,2027-01-16,0.0,0.0
2561,2021-05-28,60,14900.0,8.48,C,C2,0,106600.0,26.95,HI,MORTGAGE,credit_card,INDIVIDUAL,Verified,0,2,12,69.6,64210.0,17,1983,693,726,0,2,0,0,,2025-02-28,0.0,0.0
2562,2020-09-18,36,9000.0,18.49,E,E4,8,90600.0,16.67,FL,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,1,1,4,46.9,58570.0,12,2017,694,703,0,1,0,1,2022-04-18,2021-11-18,571.69,113.87
2563,2023-07-28,36,19200.0,16.06,D,D1,3,106000.0,16.59,GA,RENT,debt_consolidation,INDIVIDUAL,Not Verified,0,2,10,38.2,32480.0,16,1983,744,766,0,4,0,0,,2024-10-28,0.0,0.0
2564,2024-09-20,36,6200.0,17.79,E,E3,4,97200.0,16.15,RI,MORTGAGE,debt_consolidation,JOINT,Source Verified,0,2,4,60.1,34450.0,11,2008,608,635,0,1,1,0,,2026-06-20,0.0,0.0
2565,2018-10-08,60,14000.0,9.84,B,B3,5,74100.0,23.55,NC,RENT,major_purchase,JOINT,Source Verified,0,1,13,33.1,97000.0,23,1981,721,731,0,0,0,0,,2022-07-08,0.0,0.0
2566,2022-02-26,60,9500.0,15.15,D,D3,5,76500.0,23.97,NH,RENT,debt_consolidation,INDIVIDUAL,Source Verified,1,1,13,52.5,17310.0,21,1999,701,726,0,1,0,0,,2023-01-26,0.0,0.0
2567,2021-05-18,36,8300.0,23.03,G,G1,6,97400.0,10.47,MT,MORTGAGE,home_improvement,INDIVIDUAL,Source Verified,0,2,6,35.2,84870.0,14,1992,615,627,0,0,0,1,2022-09-18,2023-04-18,245.96,25.69
2568,2024-01-20,60,22200.0,13.05,D,D4,0,29800.0,16.76,MT,MORTGAGE,other,INDIVIDUAL,Source Verified,0,2,1,41.3,153070.0,7,2007,674,680,0,1,0,1,2025-10-20,2024-10-20,965.14,120.66
2569,2019-05-18,36,18300.0,14.2,D,D5,7,137500.0,25.74,CA,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,1,1,9,41.1,80660.0,17,2012,749,776,0,2,0,0,,2019-10-18,0.0,0.0
2570,2023-04-07,36,7700.0,14.04,C,C2,4,84800.0,15.66,LA,MORTGAGE,house,INDIVIDUAL,Verified,0,0,10,13.6,28030.0,15,1991,628,637,0,1,0,0,,2024-10-07,0.0,0.0
2571,2024-08-19,60,14600.0,13.56,D,D3,10,41500.0,27.75,IL,MORTGAGE,debt_consolidation,JOINT,Not Verified,0,2,8,13.5,8600.0,15,1986,753,782,0,1,1,0,,2025-08-19,0.0,0.0
2572,2024-04-26,60,15500.0,10.88,C,C1,9,73300.0,22.81,VT,MORTGAGE,debt_consolidation,INDIVIDUAL,Not Verified,0,3,5,49.6,9040.0,15,1997,638,650,0,4,0,0,,2027-01-26,0.0,0.0
2573,2023-10-17,36,5300.0,14.18,D,D2,11,136700.0,30.29,AZ,MORTGAGE,credit_card,INDIVIDUAL,Source Verified,0,1,16,64.3,22720.0,21,1999,784,792,0,0,0,0,,2025-04-17,0.0,0.0
2574,2022-07-01,60,14000.0,20.51,F,F4,2,77600.0,15.82,MS,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,0,8,47.7,28650.0,12,1994,684,708,0,1,0,1,2023-07-01,2025-07-01,1806.46,295.24
2575,2020-04-07,60,17800.0,13.8,E,E1,11,44200.0,22.91,NC,OWN,debt_consolidation,INDIVIDUAL,Verified,1,2,12,46.5,27050.0,15,1984,520,550,0,0,0,0,,2022-02-07,0.0,0.0
2576,2021-05-13,60,14700.0,18.88,E,E1,6,32800.0,23.13,MS,MORTGAGE,credit_card,INDIVIDUAL,Source Verified,0,1,12,67.1,25300.0,17,2012,747,774,0,2,0,0,,2025-02-13,0.0,0.0
2577,2019-12-11,60,8200.0,25.42,G,G2,8,256700.0,25.54,VT,RENT,home_improvement,INDIVIDUAL,Not Verified,0,0,6,60.4,74450.0,15,1987,676,696,0,3,0,1,2020-10-11,2023-04-11,762.73,79.38
2578,2024-08-30,60,17800.0,10.75,C,C2,8,25400.0,20.47,IN,RENT,debt_consolidation,INDIVIDUAL,Verified,1,0,14,49.9,35580.0,17,1991,670,678,0,0,0,0,,2026-05-30,0.0,0.0
2579,2021-04-13,36,11100.0,16.16,E,E3,7,79600.0,25.79,KS,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,2,1,56.5,93580.0,5,1985,677,688,0,4,0,1,2022-05-13,2023-02-13,450.13,24.71
2580,2021-10-23,60,9300.0,9.34,B,B4,1,47900.0,13.58,ID,RENT,wedding,INDIVIDUAL,Not Verified,1,0,6,18.9,80890.0,10,1984,712,725,0,1,0,0,,2022-09-23,0.0,0.0
2581,2023-11-09,36,9700.0,13.44,C,C2,9,117400.0,17.61,KS,RENT,debt_consolidation,INDIVIDUAL,Verified,1,0,4,72.9,78730.0,7,1999,697,702,0,0,0,0,,2025-01-09,0.0,0.0
2582,2024-06-30,60,10000.0,23.98,G,G3,7,33900.0,7.58,ID,MORTGAGE,major_purchase,INDIVIDUAL,Verified,1,2,8,42.4,24800.0,15,1997,654,684,0,2,0,0,,2029-01-30,0.0,0.0
2583,2024-09-20,36,10200.0,16.59,D,D3,0,160300.0,16.11,AK,RENT,medical,INDIVIDUAL,Not Verified,0,3,17,52.0,41280.0,24,1980,729,749,0,1,0,0,,2026-02-20,0.0,0.0
2584,2024-11-05,60,23600.0,15.23,D,D2,4,61800.0,12.04,RI,MORTGAGE,home_improvement,JOINT,Verified,1,1,12,56.9,112330.0,19,2017,707,733,0,1,0,0,,2027-12-05,0.0,0.0
2585,2022-10-26,36,20400.0,9.27,B,B1,1,58600.0,20.32,KY,MORTGAGE,car,INDIVIDUAL,Source Verified,0,3,1,62.8,35730.0,11,2016,722,751,0,2,0,0,,2025-01-26,0.0,0.0
2586,2021-12-24,36,13700.0,11.58,C,C1,0,55700.0,24.9,HI,RENT,other,INDIVIDUAL,Source Verified,1,1,19,63.0,117520.0,26,2010,728,754,0,1,0,1,2023-05-24,2022-04-24,1481.09,233.2
2587,2022-10-24,36,7900.0,10.66,C,C1,9,47800.0,21.95,MS,RENT,debt_consolidation,JOINT,Source Verified,0,0,11,58.3,165440.0,13,2000,742,748,0,2,0,0,,2024-02-24,0.0,0.0
2588,2022-07-10,60,17300.0,9.88,B,B3,0,54000.0,23.46,AK,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,0,1,12,71.5,58740.0,17,1987,661,674,0,0,1,0,,2024-06-10,0.0,0.0
2589,2021-03-21,60,7500.0,17.32,E,E1,0,98200.0,18.67,WY,RENT,credit_card,INDIVIDUAL,Source Verified,0,1,6,0.0,19470.0,12,1997,725,744,0,4,0,0,,2022-06-21,0.0,0.0
2590,2020-04-23,36,28900.0,16.76,E,E4,13,25700.0,17.01,PA,RENT,home_improvement,INDIVIDUAL,Not Verified,1,1,8,56.3,30320.0,18,2001,718,723,0,0,0,0,,2021-03-23,0.0,0.0
2591,2023-10-26,60,20700.0,13.34,C,C1,4,43800.0,9.79,ID,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,0,4,68.6,27840.0,9,2004,703,736,0,0,0,0,,2025-02-26,0.0,0.0
2592,2024-01-26,60,16000.0,11.81,D,D1,8,150600.0,4.53,IL,RENT,debt_consolidation,INDIVIDUAL,Verified,0,4,3,38.0,43860.0,8,2011,701,713,0,2,0,0,,2026-02-26,0.0,0.0
2593,2020-07-17,36,12800.0,16.9,F,F3,10,63000.0,7.44,VA,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,0,1,1,41.0,13050.0,12,1986,712,719,0,1,0,0,,2022-04-17,0.0,0.0
2594,2024-05-10,36,13300.0,20.74,F,F5,9,48300.0,13.36,AZ,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,0,2,14,40.1,13510.0,22,2016,722,752,0,4,0,0,,2026-02-10,0.0,0.0
2595,2019-10-07,60,11400.0,17.97,E,E4,6,32800.0,24.39,MI,OWN,debt_consolidation,INDIVIDUAL,Verified,2,1,8,58.9,54060.0,12,2017,670,704,0,1,0,0,,2024-03-07,0.0,0.0
2596,2024-01-19,36,17700.0,14.44,D,D3,5,34800.0,9.4,IA,RENT,credit_card,INDIVIDUAL,Verified,0,0,16,60.5,25800.0,22,2007,698,727,0,1,0,0,,2025-08-19,0.0,0.0
2597,2018-12-09,60,12800.0,17.69,E,E4,8,113600.0,12.25,NJ,MORTGAGE,credit_card,INDIVIDUAL,Source Verified,0,2,9,54.6,29310.0,14,2007,638,672,0,2,0,0,,2021-04-09,0.0,0.0
2598,2020-03-01,60,15200.0,17.87,E,E4,5,42100.0,14.71,VA,OTHER,credit_card,INDIVIDUAL,Verified,0,3,13,58.3,10230.0,15,2000,809,827,0,2,0,0,,2021-10-01,0.0,0.0
2599,2018-12-15,60,23500.0,14.61,D,D1,8,103000.0,27.02,NH,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,1,2,10,59.5,8700.0,18,1988,616,625,0,0,0,0,,2022-05-15,0.0,0.0
2600,2022-05-09,60,12800.0,14.61,D,D4,4,38600.0,17.73,OR,MORTGAGE,house,INDIVIDUAL,Not Verified,0,2,8,44.6,95300.0,17,2006,609,628,0,3,0,1,2022-11-09,2023-05-09,996.73,151.54
2601,2020-04-13,36,23400.0,11.89,C,C1,5,61700.0,18.94,CA,RENT,home_improvement,INDIVIDUAL,Source Verified,0,0,15,57.2,43400.0,19,2016,616,624,0,1,0,0,,2023-01-13,0.0,0.0
2602,2024-11-04,36,15700.0,17.31,E,E4,13,63700.0,20.87,OK,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,2,8,48.7,21810.0,14,1987,691,704,0,2,0,0,,2024-12-04,0.0,0.0
2603,2021-05-04,36,15700.0,13.33,C,C5,4,43700.0,27.76,WI,RENT,credit_card,INDIVIDUAL,Source Verified,1,3,10,36.3,22600.0,15,2001,755,761,0,4,0,0,,2023-01-04,0.0,0.0
2604,2019-07-23,36,7600.0,10.08,B,B4,6,69000.0,18.59,AL,OWN,debt_consolidation,INDIVIDUAL,Source Verified,0,2,10,29.6,52440.0,15,2002,771,779,0,0,0,0,,2020-09-23,0.0,0.0
2605,2022-09-14,36,19700.0,10.22,C,C2,7,20700.0,5.64,OR,MORTGAGE,debt_consolidation,JOINT,Not Verified,0,0,7,44.8,119630.0,11,1982,602,631,0,3,0,0,,2024-09-14,0.0,0.0
2606,2019-01-16,60,8900.0,13.84,D,D1,7,63000.0,18.89,MI,RENT,car,INDIVIDUAL,Verified,0,1,6,24.7,24760.0,10,1986,657,678,0,4,0,0,,2019-07-16,0.0,0.0
2607,2024-12-02,60,11000.0,10.22,C,C5,7,84500.0,28.08,OR,MORTGAGE,credit_card,INDIVIDUAL,Source Verified,1,3,8,50.0,25730.0,11,2006,713,733,0,3,0,0,,2027-05-02,0.0,0.0
2608,2021-12-28,36,20900.0,24.88,G,G1,0,41800.0,22.49,MS,RENT,debt_consolidation,INDIVIDUAL,Not Verified,0,1,6,65.6,12870.0,14,1988,741,770,0,1,0,0,,2022-05-28,0.0,0.0
2609,2018-09-17,36,10000.0,15.95,D,D5,6,74400.0,19.51,MT,MORTGAGE,small_business,INDIVIDUAL,Source Verified,0,2,14,39.0,76350.0,23,1982,651,670,0,4,0,0,,2019-06-17,0.0,0.0
2610,2019-02-17,36,14100.0,12.03,C,C1,6,72000.0,20.48,SC,MORTGAGE,debt_consolidation,INDIVIDUAL,Not Verified,0,1,9,21.4,20150.0,17,1997,721,741,0,1,0,0,,2021-11-17,0.0,0.0
2611,2022-02-05,36,11200.0,14.74,D,D2,10,73600.0,5.14,TN,RENT,credit_card,INDIVIDUAL,Source Verified,0,0,7,25.7,81140.0,19,1994,621,646,0,3,0,0,,2024-01-05,0.0,0.0
2612,2023-01-15,36,7100.0,16.94,E,E2,8,31600.0,4.16,HI,MORTGAGE,credit_card,INDIVIDUAL,Verified,0,0,14,53.8,53910.0,16,1985,751,757,0,2,0,0,,2025-02-15,0.0,0.0
2613,2018-09-03,60,9000.0,14.87,D,D5,10,69700.0,24.26,AL,MORTGAGE,car,INDIVIDUAL,Source Verified,0,1,5,41.9,125030.0,14,2010,615,631,0,4,0,0,,2022-07-03,0.0,0.0
2614,2020-02-26,36,9600.0,10.16,C,C3,1,25700.0,27.0,OR,OWN,other,INDIVIDUAL,Not Verified,0,0,7,28.6,12420.0,10,2002,652,661,0,3,0,0,,2020-05-26,0.0,0.0
2615,2021-11-22,60,12500.0,13.56,D,D1,2,46800.0,13.59,NE,RENT,debt_consolidation,INDIVIDUAL,Verified,0,4,14,84.1,30490.0,20,1989,735,753,0,0,0,0,,2023-02-22,0.0,0.0
2616,2018-06-18,36,7700.0,13.04,C,C3,7,66000.0,19.35,VA,RENT,home_improvement,INDIVIDUAL,Not Verified,0,1,14,37.6,21530.0,20,1998,678,683,0,0,0,0,,2020-08-18,0.0,0.0
2617,2018-11-05,60,8900.0,12.18,D,D4,10,74200.0,22.35,MS,MORTGAGE,credit_card,INDIVIDUAL,Source Verified,0,1,6,24.5,24590.0,11,1986,667,676,0,3,0,0,,2020-08-05,0.0,0.0
2618,2023-08-31,60,8200.0,10.69,C,C2,5,34000.0,29.62,AR,RENT,debt_consolidation,INDIVIDUAL,Not Verified,0,2,3,33.8,28040.0,13,1998,698,718,0,3,0,0,,2024-09-30,0.0,0.0
2619,2023-07-18,60,13600.0,17.5,E,E1,3,56600.0,17.44,MS,RENT,car,INDIVIDUAL,Verified,0,0,14,56.2,77400.0,24,1983,809,814,0,3,0,1,2025-04-18,2025-07-18,1548.08,175.13
2620,2023-01-06,60,10800.0,15.88,E,E2,0,102400.0,23.16,ND,MORTGAGE,credit_card,INDIVIDUAL,Source Verified,0,2,2,47.1,77570.0,9,1988,850,864,0,2,1,0,,2027-11-06,0.0,0.0
2621,2021-05-14,60,6300.0,15.85,E,E4,7,38600.0,31.95,NJ,MORTGAGE,credit_card,INDIVIDUAL,Not Verified,0,1,13,91.9,31390.0,19,2015,690,704,0,0,0,1,2023-04-14,2023-06-14,784.4,132.04
2622,2020-02-29,60,9100.0,6.59,A,A5,5,20200.0,16.04,AR,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,4,13,43.6,18910.0,16,1986,664,682,0,1,0,0,,2022-02-28,0.0,0.0
2623,2022-02-26,60,18100.0,12.4,D,D1,4,88500.0,18.45,OK,OWN,moving,INDIVIDUAL,Not Verified,0,3,7,40.0,96210.0,14,1987,594,601,0,1,0,1,2023-06-26,2023-08-26,1234.59,200.14
2624,2021-04-16,36,13000.0,19.0,F,F1,9,39400.0,10.26,NJ,RENT,home_improvement,INDIVIDUAL,Verified,0,3,12,65.7,60500.0,18,2011,726,756,0,1,0,0,,2022-12-16,0.0,0.0
2625,2021-01-29,36,6500.0,15.57,D,D1,5,46600.0,10.61,WV,RENT,debt_consolidation,INDIVIDUAL,Not Verified,0,1,7,28.8,46900.0,9,1993,769,794,0,0,0,0,,2022-09-29,0.0,0.0
2626,2020-04-21,36,10500.0,9.35,C,C5,6,71100.0,24.13,UT,RENT,credit_card,INDIVIDUAL,Verified,1,4,13,64.4,26780.0,16,1994,697,719,0,6,0,0,,2021-12-21,0.0,0.0
2627,2020-01-11,36,2100.0,20.67,F,F2,9,69000.0,26.36,IA,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,0,3,12,49.9,30260.0,19,1989,681,710,0,2,0,0,,2021-10-11,0.0,0.0
2628,2021-02-25,36,14100.0,5.0,A,A5,14,116100.0,26.15,MN,OWN,home_improvement,INDIVIDUAL,Not Verified,0,0,10,13.9,58370.0,14,1985,662,693,0,0,0,0,,2023-02-25,0.0,0.0
2629,2020-10-05,60,3600.0,14.51,D,D2,4,57900.0,10.77,GA,MORTGAGE,car,INDIVIDUAL,Not Verified,0,2,8,41.4,171680.0,19,1999,707,734,0,2,0,1,2022-09-05,2023-02-05,275.93,29.51
2630,2020-08-11,60,8500.0,20.86,E,E1,2,68700.0,16.56,RI,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,0,1,7,23.1,3500.0,12,1991,678,696,1,0,0,0,,2022-11-11,0.0,0.0
2631,2022-07-11,36,4100.0,7.73,B,B5,2,26100.0,21.35,NY,MORTGAGE,small_business,INDIVIDUAL,Source Verified,0,0,13,62.1,41530.0,20,2016,684,693,0,0,0,0,,2024-05-11,0.0,0.0
2632,2018-08-06,36,13200.0,12.09,D,D4,7,93500.0,2.07,MD,RENT,moving,INDIVIDUAL,Source Verified,1,3,9,88.4,29180.0,13,2010,669,698,0,2,0,1,2019-02-06,2021-01-06,390.83,35.91
2633,2021-07-25,60,20600.0,8.38,A,A5,1,45200.0,21.2,MN,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,1,1,10,67.2,35790.0,15,1981,704,712,0,0,0,0,,2023-11-25,0.0,0.0
2634,2019-06-25,36,6400.0,19.65,F,F2,4,391200.0,31.16,ID,OWN,debt_consolidation,INDIVIDUAL,Verified,0,4,10,28.9,18820.0,18,2007,700,729,0,4,0,0,,2021-12-25,0.0,0.0
2635,2023-05-01,60,17200.0,10.72,C,C1,4,58800.0,25.96,NY,RENT,house,INDIVIDUAL,Verified,0,1,6,59.7,18160.0,10,2001,803,836,0,1,0,0,,2026-11-01,0.0,0.0
2636,2022-03-25,36,8300.0,17.98,F,F2,12,83600.0,1.13,MN,OTHER,debt_consolidation,JOINT,Source Verified,0,2,8,63.1,41910.0,13,1993,615,636,0,0,0,0,,2023-08-25,0.0,0.0
2637,2023-10-14,60,14100.0,19.56,F,F3,10,94000.0,20.78,WA,MORTGAGE,credit_card,INDIVIDUAL,Source Verified,0,4,7,75.9,17300.0,13,2008,687,713,0,4,0,0,,2024-04-14,0.0,0.0
2638,2018-12-11,36,23400.0,8.86,B,B1,0,63000.0,19.51,WY,MORTGAGE,car,INDIVIDUAL,Verified,0,1,5,46.6,41000.0,10,2005,729,734,0,6,0,0,,2019-02-11,0.0,0.0
2639,2018-09-02,60,18300.0,8.02,B,B4,12,84100.0,19.9,AR,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,4,7,71.5,50960.0,13,2002,621,640,0,0,0,0,,2020-02-02,0.0,0.0
2640,2020-08-05,36,7500.0,15.92,D,D4,1,228800.0,18.75,MA,RENT,home_improvement,INDIVIDUAL,Source Verified,1,2,7,52.9,34070.0,11,1998,549,559,0,2,0,0,,2022-09-05,0.0,0.0
2641,2020-08-20,36,21500.0,17.1,F,F3,6,43700.0,15.71,IL,RENT,small_business,INDIVIDUAL,Source Verified,0,3,9,52.4,95850.0,13,1985,574,593,0,1,0,1,2021-11-20,2021-11-20,544.62,112.29
2642,2018-09-12,36,14700.0,13.72,D,D2,2,19300.0,1.72,NJ,OWN,debt_consolidation,INDIVIDUAL,Not Verified,0,0,5,60.5,63210.0,10,1999,679,713,0,4,0,1,2019-09-12,2020-03-12,1425.79,232.45
